instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
243,2011-08-31,3,0,8,0,3,1,1,26.923347,0.611121,0.597917,5.5833311,688,4370,5058
244,2011-09-01,3,0,9,0,4,1,1,26.855,0.614921,0.639167,9.500332,783,4332,5115
245,2011-09-02,3,0,9,0,5,1,2,26.376653,0.604808,0.727083,9.375243,875,3852,4727
246,2011-09-03,3,0,9,0,6,0,1,27.435847,0.633213,0.716667,12.416775,1935,2549,4484
247,2011-09-04,3,0,9,0,0,0,1,29.075847,0.665429,0.742083,13.833289,2521,2419,4940
248,2011-09-05,3,0,9,1,1,0,2,27.606652999999998,0.625646,0.790417,14.250632,1236,2115,3351
249,2011-09-06,3,0,9,0,2,1,3,22.14,0.5152,0.886957,23.044181,204,2506,2710
250,2011-09-07,3,0,9,0,3,1,3,24.565847,0.544229,0.917083,6.500393600000001,118,1878,1996
251,2011-09-08,3,0,9,0,4,1,3,25.990433,0.555361,0.939565,12.914116,153,1689,1842
252,2011-09-09,3,0,9,0,5,1,2,26.650000000000002,0.578946,0.897917,8.333393000000001,417,3127,3544
253,2011-09-10,3,0,9,0,6,0,1,27.060000000000002,0.607962,0.75375,10.291736,1750,3595,5345
254,2011-09-11,3,0,9,0,0,0,1,26.786653,0.609229,0.71375,7.708618,1633,3413,5046
255,2011-09-12,3,0,9,0,1,1,1,26.418268,0.60213,0.692174,5.957171000000001,690,4023,4713
256,2011-09-13,3,0,9,0,2,1,1,26.684153,0.603554,0.7125,9.500868,701,4062,4763
257,2011-09-14,3,0,9,0,3,1,1,27.606652999999998,0.6269,0.697083,11.2091,647,4138,4785
258,2011-09-15,3,0,9,0,4,1,2,23.677500000000002,0.553671,0.709167,18.166782,428,3231,3659
259,2011-09-16,3,0,9,0,5,1,2,19.235847,0.461475,0.590417,11.000261,742,4018,4760
260,2011-09-17,3,0,9,0,6,0,2,20.158347,0.478512,0.718333,12.708225,1434,3077,4511
261,2011-09-18,3,0,9,0,0,0,1,20.807499999999997,0.490537,0.695,11.958361,1353,2921,4274
262,2011-09-19,3,0,9,0,1,1,2,22.515846999999997,0.529675,0.69,10.166713999999999,691,3848,4539
263,2011-09-20,3,0,9,0,2,1,2,23.028347,0.532217,0.88125,9.041917999999999,438,3203,3641
264,2011-09-21,3,0,9,0,3,1,2,24.395,0.550533,0.9,6.4590814,539,3813,4352
265,2011-09-22,3,0,9,0,4,1,2,25.761653000000003,0.554963,0.902083,8.584375,555,4240,4795
266,2011-09-23,4,0,9,0,5,1,2,24.975847,0.522125,0.9725,5.2505689,258,2137,2395
267,2011-09-24,4,0,9,0,6,0,2,24.873347,0.564412,0.8625,5.2516811,1776,3647,5423
268,2011-09-25,4,0,9,0,0,0,2,26.000847,0.572637,0.845,3.3754064,1544,3466,5010
269,2011-09-26,4,0,9,0,1,1,2,26.615847000000002,0.589042,0.848333,7.4169,684,3946,4630
270,2011-09-27,4,0,9,0,2,1,2,26.103347,0.574525,0.885417,7.917457,477,3643,4120
271,2011-09-28,4,0,9,0,3,1,2,26.035,0.575158,0.84875,9.958143000000002,480,3427,3907
272,2011-09-29,4,0,9,0,4,1,1,25.283347,0.574512,0.699167,11.583161,653,4186,4839
273,2011-09-30,4,0,9,0,5,1,1,23.130847,0.544829,0.6475,13.833825,830,4372,5202
274,2011-10-01,4,0,10,0,6,0,2,16.81,0.412863,0.75375,19.583832,480,1949,2429
275,2011-10-02,4,0,10,0,0,0,2,14.623347,0.345317,0.791667,14.874870999999999,616,2302,2918
276,2011-10-03,4,0,10,0,1,1,2,15.750846999999998,0.392046,0.760833,5.5841686,330,3240,3570
277,2011-10-04,4,0,10,0,2,1,1,19.850847,0.472858,0.71,13.792218,486,3970,4456
278,2011-10-05,4,0,10,0,3,1,1,22.071652999999998,0.527138,0.647917,11.87575,559,4267,4826
279,2011-10-06,4,0,10,0,4,1,1,20.260847000000002,0.480425,0.620833,9.041917999999999,639,4126,4765
280,2011-10-07,4,0,10,0,5,1,1,20.944153,0.504404,0.684167,1.5002439,949,4036,4985
281,2011-10-08,4,0,10,0,6,0,1,21.388347,0.513242,0.70125,3.0420814,2235,3174,5409
282,2011-10-09,4,0,10,0,0,0,1,22.174153,0.523983,0.7275,4.251150000000001,2397,3114,5511
283,2011-10-10,4,0,10,1,1,0,1,23.404153,0.542925,0.73375,2.8343814,1514,3603,5117
284,2011-10-11,4,0,10,0,2,1,2,23.233347000000002,0.546096,0.80875,9.583814,667,3896,4563
285,2011-10-12,4,0,10,0,3,1,3,22.276653,0.517717,0.90625,16.62605,217,2199,2416
286,2011-10-13,4,0,10,0,4,1,2,24.155847,0.551804,0.896667,9.499729,290,2623,2913
287,2011-10-14,4,0,10,0,5,1,2,22.584153,0.529675,0.71625,15.000161,529,3115,3644
288,2011-10-15,4,0,10,0,6,0,1,20.773346999999998,0.498725,0.483333,17.291561,1899,3318,5217
289,2011-10-16,4,0,10,0,0,0,1,20.978347,0.503154,0.486667,18.875039,1748,3293,5041
290,2011-10-17,4,0,10,0,1,1,1,21.900847,0.510725,0.579583,11.750393,713,3857,4570
291,2011-10-18,4,0,10,0,2,1,2,21.8325,0.522721,0.701667,7.375829,637,4111,4748
292,2011-10-19,4,0,10,0,3,1,3,22.211299,0.513848,0.895217,16.303713,254,2170,2424
293,2011-10-20,4,0,10,0,4,1,1,19.509153,0.466525,0.63625,28.292425,471,3724,4195
294,2011-10-21,4,0,10,0,5,1,1,17.5275,0.423596,0.574167,14.833532,676,3628,4304
295,2011-10-22,4,0,10,0,6,0,1,17.322499999999998,0.425492,0.629167,6.2086689,1499,2809,4308
296,2011-10-23,4,0,10,0,0,0,1,17.288347,0.422333,0.74125,6.6673375,1619,2762,4381
297,2011-10-24,4,0,10,0,1,1,1,18.996653,0.457067,0.772083,7.959064,699,3488,4187
298,2011-10-25,4,0,10,0,2,1,1,19.338347,0.463375,0.622917,11.166086,695,3992,4687
299,2011-10-26,4,0,10,0,3,1,2,19.850847,0.472846,0.720417,9.959014,404,3490,3894
300,2011-10-27,4,0,10,0,4,1,2,19.27,0.457046,0.812917,13.250121,240,2419,2659
301,2011-10-28,4,0,10,0,5,1,2,13.564153,0.318812,0.585833,15.375093,456,3291,3747
302,2011-10-29,4,0,10,0,6,0,3,10.420846999999998,0.227913,0.8825,23.541857,57,570,627
303,2011-10-30,4,0,10,0,0,0,1,13.085847,0.321329,0.62375,11.833339,885,2446,3331
304,2011-10-31,4,0,10,0,1,1,1,13.940000000000001,0.356063,0.703333,7.12545,362,3307,3669
305,2011-11-01,4,0,11,0,2,1,1,16.434153,0.397088,0.68375,9.083257,410,3658,4068
306,2011-11-02,4,0,11,0,3,1,1,15.477500000000001,0.390133,0.71875,5.5001439,370,3816,4186
307,2011-11-03,4,0,11,0,4,1,1,16.741653,0.405921,0.702083,9.166739,318,3656,3974
308,2011-11-04,4,0,11,0,5,1,2,16.536653,0.403392,0.6225,18.209193,470,3576,4046
309,2011-11-05,4,0,11,0,6,0,1,13.393346999999999,0.323854,0.519167,12.667154,1156,2770,3926
310,2011-11-06,4,0,11,0,0,0,1,14.281653,0.362358,0.734583,6.1676314,952,2697,3649
311,2011-11-07,4,0,11,0,1,1,1,16.195,0.400871,0.75875,3.834075,373,3662,4035
312,2011-11-08,4,0,11,0,2,1,1,16.741653,0.412246,0.721667,4.6255125,376,3829,4205
313,2011-11-09,4,0,11,0,3,1,1,16.400000000000002,0.409079,0.758333,4.1671186,305,3804,4109
314,2011-11-10,4,0,11,0,4,1,2,15.58,0.373721,0.813333,12.667489000000002,190,2743,2933
315,2011-11-11,4,0,11,1,5,0,1,13.290847,0.306817,0.44625,21.083225,440,2928,3368
316,2011-11-12,4,0,11,0,6,0,1,14.623347,0.357942,0.552917,14.208154,1275,2792,4067
317,2011-11-13,4,0,11,0,0,0,1,18.074153,0.43055,0.458333,18.875307,1004,2713,3717
318,2011-11-14,4,0,11,0,1,1,1,21.73,0.524612,0.587083,20.541932,595,3891,4486
319,2011-11-15,4,0,11,0,2,1,2,21.73,0.507579,0.68875,13.375411,449,3746,4195
320,2011-11-16,4,0,11,0,3,1,3,18.723347,0.451988,0.93,9.167543,145,1672,1817
321,2011-11-17,4,0,11,0,4,1,2,14.008347,0.323221,0.575833,20.459254,139,2914,3053
322,2011-11-18,4,0,11,0,5,1,1,11.240847,0.272721,0.41,11.291711,245,3147,3392
323,2011-11-19,4,0,11,0,6,0,1,13.495847,0.324483,0.502083,15.041232,943,2720,3663
324,2011-11-20,4,0,11,0,0,0,2,18.996653,0.457058,0.684583,12.45865,787,2733,3520
325,2011-11-21,4,0,11,0,1,1,3,18.3475,0.445062,0.91,9.249618,220,2545,2765
326,2011-11-22,4,0,11,0,2,1,3,17.083347,0.421696,0.9625,7.959064,69,1538,1607
327,2011-11-23,4,0,11,0,3,1,2,18.074153,0.430537,0.757917,22.500275,112,2454,2566
328,2011-11-24,4,0,11,1,4,0,1,15.306653,0.372471,0.549167,11.209368000000001,560,935,1495
329,2011-11-25,4,0,11,0,5,1,1,15.375,0.380671,0.64375,6.6260186,1095,1697,2792
330,2011-11-26,4,0,11,0,6,0,1,15.409152999999998,0.385087,0.681667,4.5841936,1249,1819,3068
331,2011-11-27,4,0,11,0,0,0,1,18.825847,0.4558,0.698333,13.999918,810,2261,3071
332,2011-11-28,4,0,11,0,1,1,1,20.642598,0.490122,0.743043,9.522174,253,3614,3867
333,2011-11-29,4,0,11,0,2,1,2,18.791653,0.451375,0.830833,17.292164,96,2818,2914
334,2011-11-30,4,0,11,0,3,1,1,13.325000000000001,0.311221,0.613333,18.167586,188,3425,3613
335,2011-12-01,4,0,12,0,4,1,1,12.8125,0.305554,0.524583,14.750586,182,3545,3727
336,2011-12-02,4,0,12,0,5,1,1,12.880847,0.331433,0.625833,6.750518,268,3672,3940
337,2011-12-03,4,0,12,0,6,0,1,12.265847,0.310604,0.612917,6.4174811,706,2908,3614
338,2011-12-04,4,0,12,0,0,0,1,13.564153,0.3491,0.775833,5.6252061,634,2851,3485
339,2011-12-05,4,0,12,0,1,1,2,15.819153,0.393925,0.827083,4.1679561000000005,233,3578,3811
340,2011-12-06,4,0,12,0,2,1,3,18.962500000000002,0.4564,0.949583,15.583061,126,2468,2594
341,2011-12-07,4,0,12,0,3,1,3,16.81,0.400246,0.970417,17.833725,50,655,705
342,2011-12-08,4,0,12,0,4,1,1,10.899153,0.256938,0.58,16.083886,150,3172,3322
343,2011-12-09,4,0,12,0,5,1,1,11.924153,0.317542,0.695833,5.5420189,261,3359,3620
344,2011-12-10,4,0,12,0,6,0,1,11.275,0.266412,0.5075,15.625807,502,2688,3190
345,2011-12-11,4,0,12,0,0,0,1,9.054153,0.253154,0.49,4.458293899999999,377,2366,2743
346,2011-12-12,4,0,12,0,1,1,1,9.771652999999999,0.270196,0.670833,4.251150000000001,143,3167,3310
347,2011-12-13,4,0,12,0,2,1,1,11.5825,0.301138,0.59,9.41685,155,3368,3523
348,2011-12-14,4,0,12,0,3,1,2,13.0175,0.338362,0.66375,4.0842061,178,3562,3740
349,2011-12-15,4,0,12,0,4,1,2,17.322499999999998,0.412237,0.634167,17.958814,181,3528,3709
350,2011-12-16,4,0,12,0,5,1,2,15.375,0.359825,0.500417,17.458525,178,3399,3577
351,2011-12-17,4,0,12,0,6,0,2,10.591652999999999,0.249371,0.560833,16.292189,275,2464,2739
352,2011-12-18,4,0,12,0,0,0,1,9.771652999999999,0.245579,0.58625,11.375193000000001,220,2211,2431
353,2011-12-19,4,0,12,0,1,1,1,11.343347,0.280933,0.6375,11.584031999999999,260,3143,3403
354,2011-12-20,4,0,12,0,2,1,2,15.819153,0.396454,0.595417,4.1252436,216,3534,3750
355,2011-12-21,1,0,12,0,3,1,2,17.561653,0.428017,0.858333,14.8338,107,2553,2660
356,2011-12-22,1,0,12,0,4,1,2,17.356653,0.426121,0.7575,3.1674249999999997,227,2841,3068
357,2011-12-23,1,0,12,0,5,1,1,15.306653,0.377513,0.68625,18.374482,163,2046,2209
358,2011-12-24,1,0,12,0,6,0,1,12.4025,0.299242,0.5425,12.750368,155,856,1011
359,2011-12-25,1,0,12,0,0,0,1,11.266103,0.279961,0.681304,10.391097,303,451,754
360,2011-12-26,1,0,12,1,1,0,1,13.191299,0.315535,0.506957,16.044155,430,887,1317
361,2011-12-27,1,0,12,0,2,1,2,13.325000000000001,0.327633,0.7625,12.62615,103,1059,1162
362,2011-12-28,1,0,12,0,3,1,1,12.264330000000001,0.279974,0.503913,19.695386999999997,255,2047,2302
363,2011-12-29,1,0,12,0,4,1,1,10.181653,0.263892,0.574167,8.000604000000001,254,2169,2423
364,2011-12-30,1,0,12,0,5,1,1,12.778347000000002,0.318812,0.636667,9.000579,491,2508,2999
365,2011-12-31,1,0,12,0,6,0,1,16.81,0.414121,0.615833,14.750318,665,1820,2485
366,2012-01-01,1,1,1,0,0,0,1,15.17,0.375621,0.6925,12.875189,686,1608,2294
367,2012-01-02,1,1,1,1,1,0,1,11.194763,0.252304,0.381304,22.087555,244,1707,1951
368,2012-01-03,1,1,1,0,2,1,1,6.1499999999999995,0.126275,0.44125,24.499957000000002,89,2147,2236
369,2012-01-04,1,1,1,0,3,1,2,4.4075,0.119337,0.414583,12.3749,95,2273,2368
370,2012-01-05,1,1,1,0,4,1,1,10.899153,0.278412,0.524167,8.709128999999999,140,3132,3272
371,2012-01-06,1,1,1,0,5,1,1,13.700847,0.340267,0.542083,11.249836,307,3791,4098
372,2012-01-07,1,1,1,0,6,0,1,16.126653,0.390779,0.531667,11.708786,1070,3451,4521
373,2012-01-08,1,1,1,0,0,0,1,13.8375,0.340258,0.465,12.833314,599,2826,3425
374,2012-01-09,1,1,1,0,1,1,2,9.190847,0.247479,0.701667,6.6263000000000005,106,2270,2376
375,2012-01-10,1,1,1,0,2,1,1,12.656536000000001,0.318826,0.646522,12.565984,173,3425,3598
376,2012-01-11,1,1,1,0,3,1,2,11.240847,0.282821,0.8475,8.791807,92,2085,2177
377,2012-01-12,1,1,1,0,4,1,2,15.682500000000001,0.381938,0.802917,12.124789,269,3828,4097
378,2012-01-13,1,1,1,0,5,1,1,11.240847,0.249362,0.5075,25.333236,174,3040,3214
379,2012-01-14,1,1,1,0,6,0,1,7.38,0.183087,0.4575,12.541260999999999,333,2160,2493
380,2012-01-15,1,1,1,0,0,0,1,6.833347000000001,0.161625,0.419167,16.834286,284,2027,2311
381,2012-01-16,1,1,1,1,1,0,1,7.79,0.190663,0.5225,15.500986000000001,217,2081,2298
382,2012-01-17,1,1,1,0,2,1,2,15.294763,0.364278,0.716087,23.39171,127,2808,2935
383,2012-01-18,1,1,1,0,3,1,1,12.436653000000002,0.275254,0.443333,27.833743,109,3267,3376
384,2012-01-19,1,1,1,0,4,1,1,7.79,0.190038,0.4975,14.750586,130,3162,3292
385,2012-01-20,1,1,1,0,5,1,2,8.9175,0.220958,0.45,13.58425,115,3048,3163
386,2012-01-21,1,1,1,0,6,0,2,7.106653,0.174875,0.83125,14.917014,67,1234,1301
387,2012-01-22,1,1,1,0,0,0,2,6.6625000000000005,0.16225,0.79625,13.375746000000001,196,1781,1977
388,2012-01-23,1,1,1,0,1,1,2,8.951653,0.243058,0.91125,7.417436,145,2287,2432
389,2012-01-24,1,1,1,0,2,1,1,14.0425,0.349108,0.835833,8.292389,439,3900,4339
390,2012-01-25,1,1,1,0,3,1,1,12.060847,0.294821,0.64375,10.791756999999999,467,3803,4270
391,2012-01-26,1,1,1,0,4,1,2,14.008347,0.35605,0.769583,4.9175186,244,3831,4075
392,2012-01-27,1,1,1,0,5,1,2,17.425,0.415383,0.74125,22.958689,269,3187,3456
393,2012-01-28,1,1,1,0,6,0,1,12.949152999999999,0.326379,0.543333,14.125542999999999,775,3248,4023
394,2012-01-29,1,1,1,0,0,0,1,11.5825,0.272721,0.31125,16.08335,558,2685,3243
395,2012-01-30,1,1,1,0,1,1,1,11.035847,0.262625,0.400833,14.458064,126,3498,3624
396,2012-01-31,1,1,1,0,2,1,1,15.99,0.381317,0.416667,17.541739,324,4185,4509
397,2012-02-01,1,1,2,0,3,1,1,19.235847,0.466538,0.507917,12.667489000000002,304,4275,4579
398,2012-02-02,1,1,2,0,4,1,2,16.365847,0.398971,0.672917,12.541528999999999,190,3571,3761
399,2012-02-03,1,1,2,0,5,1,1,12.846652999999998,0.309346,0.526667,11.959232,310,3841,4151
400,2012-02-04,1,1,2,0,6,0,2,10.830846999999999,0.272725,0.779583,8.167032,384,2448,2832
401,2012-02-05,1,1,2,0,0,0,2,10.899153,0.264521,0.687917,11.791732000000001,318,2629,2947
402,2012-02-06,1,1,2,0,1,1,1,11.586969,0.296426,0.622174,10.304599999999999,206,3578,3784
403,2012-02-07,1,1,2,0,2,1,1,14.520847,0.361104,0.49625,9.874393000000001,199,4176,4375
404,2012-02-08,1,1,2,0,3,1,2,10.523347,0.266421,0.722917,8.959307,109,2693,2802
405,2012-02-09,1,1,2,0,4,1,1,10.865,0.261988,0.562083,13.000478999999999,163,3667,3830
406,2012-02-10,1,1,2,0,5,1,2,11.514153,0.293558,0.54,7.834243000000001,227,3604,3831
407,2012-02-11,1,1,2,0,6,0,3,9.190847,0.210867,0.73125,19.416332,192,1977,2169
408,2012-02-12,1,1,2,0,0,0,1,5.2275,0.101658,0.464583,27.417204,73,1456,1529
409,2012-02-13,1,1,2,0,1,1,1,9.1225,0.227913,0.41125,11.207961,94,3328,3422
410,2012-02-14,1,1,2,0,2,1,2,13.085847,0.333946,0.50875,9.458993,135,3787,3922
411,2012-02-15,1,1,2,0,3,1,1,14.281653,0.351629,0.53125,12.167200000000001,141,4028,4169
412,2012-02-16,1,1,2,0,4,1,2,12.983346999999998,0.330162,0.752917,6.125475000000001,74,2931,3005
413,2012-02-17,1,1,2,0,5,1,1,14.076653,0.351629,0.634583,13.791682,349,3805,4154
414,2012-02-18,1,1,2,0,6,0,1,14.213347,0.355425,0.534583,12.792243,1435,2883,4318
415,2012-02-19,1,1,2,0,0,0,2,11.48,0.265788,0.515833,16.958504,618,2071,2689
416,2012-02-20,1,1,2,1,1,0,1,11.48,0.273391,0.507826,15.348561,502,2627,3129
417,2012-02-21,1,1,2,0,2,1,1,11.800866000000001,0.295113,0.594348,13.783039,163,3614,3777
418,2012-02-22,1,1,2,0,3,1,1,16.229153,0.392667,0.567917,15.709557,394,4379,4773
419,2012-02-23,1,1,2,0,4,1,1,18.620846999999998,0.444446,0.554583,12.791171,516,4546,5062
420,2012-02-24,1,1,2,0,5,1,2,16.7075,0.410971,0.7375,15.916989,246,3241,3487
421,2012-02-25,1,1,2,0,6,0,1,11.924153,0.255675,0.395833,28.250014,317,2415,2732
422,2012-02-26,1,1,2,0,0,0,1,11.445847,0.268308,0.41,13.750342999999999,515,2874,3389
423,2012-02-27,1,1,2,0,1,1,1,15.033347000000001,0.357954,0.490833,17.958211000000002,253,4069,4322
424,2012-02-28,1,1,2,0,2,1,1,14.725847,0.353525,0.395833,12.958939,229,4134,4363
425,2012-02-29,1,1,2,0,3,1,2,14.118267999999999,0.34847,0.804783,12.000839,65,1769,1834
426,2012-03-01,1,1,3,0,4,1,1,19.919153,0.475371,0.615417,15.208129,325,4665,4990
427,2012-03-02,1,1,3,0,5,1,2,14.486653,0.359842,0.657083,9.708568,246,2948,3194
428,2012-03-03,1,1,3,0,6,0,2,16.980847,0.413492,0.62125,10.792293,956,3110,4066
429,2012-03-04,1,1,3,0,0,0,1,13.359153,0.303021,0.403333,22.416257,710,2713,3423
430,2012-03-05,1,1,3,0,1,1,1,9.976652999999999,0.241171,0.50625,15.333486,203,3130,3333
431,2012-03-06,1,1,3,0,2,1,1,10.591652999999999,0.255042,0.456667,13.458625,221,3735,3956
432,2012-03-07,1,1,3,0,3,1,1,16.570847,0.3851,0.513333,23.167193,432,4484,4916
433,2012-03-08,1,1,3,0,4,1,1,21.627499999999998,0.524604,0.5675,29.584721,486,4896,5382
434,2012-03-09,1,1,3,0,5,1,2,16.844153,0.397083,0.407083,27.7916,447,4122,4569
435,2012-03-10,1,1,3,0,6,0,1,11.7875,0.277767,0.350417,15.125250000000001,968,3150,4118
436,2012-03-11,1,1,3,0,0,0,1,14.831299,0.35967,0.476957,14.913329000000001,1658,3253,4911
437,2012-03-12,1,1,3,0,1,1,1,19.133347,0.459592,0.489167,13.916771,838,4460,5298
438,2012-03-13,1,1,3,0,2,1,1,23.165,0.542929,0.6175,15.87565,762,5085,5847
439,2012-03-14,1,1,3,0,3,1,1,23.4725,0.548617,0.507083,7.709154,997,5315,6312
440,2012-03-15,1,1,3,0,4,1,1,22.857499999999998,0.532825,0.579583,10.042161,1005,5187,6192
441,2012-03-16,1,1,3,0,5,1,2,17.869153,0.436229,0.842083,7.583864,548,3830,4378
442,2012-03-17,1,1,3,0,6,0,2,21.080847000000002,0.505046,0.755833,7.417168,3155,4681,7836
443,2012-03-18,1,1,3,0,0,0,2,19.3725,0.464,0.81,8.501161,2207,3685,5892
444,2012-03-19,1,1,3,0,1,1,1,22.345000000000002,0.532821,0.72875,10.875238999999999,982,5171,6153
445,2012-03-20,1,1,3,0,2,1,1,22.994153,0.538533,0.807917,8.125157,1051,5042,6093
446,2012-03-21,2,1,3,0,3,1,2,21.798347,0.513258,0.82125,6.000406099999999,1122,5108,6230
447,2012-03-22,2,1,3,0,4,1,1,22.720847,0.531567,0.83125,7.876654,1334,5537,6871
448,2012-03-23,2,1,3,0,5,1,2,24.668346999999997,0.570067,0.694167,7.7921000000000005,2469,5893,8362
449,2012-03-24,2,1,3,0,6,0,2,20.6025,0.486733,0.885417,12.916461,1033,2339,3372
450,2012-03-25,2,1,3,0,0,0,2,17.9375,0.437488,0.880833,14.791924999999999,1532,3464,4996
451,2012-03-26,2,1,3,0,1,1,1,18.279153,0.43875,0.477917,25.917007,795,4763,5558
452,2012-03-27,2,1,3,0,2,1,1,13.256653,0.315654,0.29,12.541864,531,4571,5102
453,2012-03-28,2,1,3,0,3,1,1,19.850847,0.47095,0.48125,19.541957,674,5024,5698
454,2012-03-29,2,1,3,0,4,1,1,20.260847000000002,0.482304,0.439167,21.41655,834,5299,6133
455,2012-03-30,2,1,3,0,5,1,2,15.17,0.375621,0.580833,9.250489,796,4663,5459
456,2012-03-31,2,1,3,0,6,0,2,17.390847,0.421708,0.738333,16.791338999999997,2301,3934,6235
457,2012-04-01,2,1,4,0,0,0,2,17.459153,0.417287,0.67625,11.541889,2347,3694,6041
458,2012-04-02,2,1,4,0,1,1,1,17.790433,0.427513,0.504348,20.913313,1208,4728,5936
459,2012-04-03,2,1,4,0,2,1,1,19.133347,0.461483,0.396667,6.708911,1348,5424,6772
460,2012-04-04,2,1,4,0,3,1,1,22.208347,0.53345,0.469583,12.125325,1058,5378,6436
461,2012-04-05,2,1,4,0,4,1,1,17.835,0.431163,0.374167,14.708443,1192,5265,6457
462,2012-04-06,2,1,4,0,5,1,1,16.536653,0.390767,0.377083,20.125996,1807,4653,6460
463,2012-04-07,2,1,4,0,6,0,1,17.9375,0.426129,0.254167,18.416356999999998,3252,3605,6857
464,2012-04-08,2,1,4,0,0,0,1,20.5,0.492425,0.275833,15.583931999999999,2230,2939,5169
465,2012-04-09,2,1,4,0,1,1,1,20.055847,0.476638,0.3175,23.999132,905,4680,5585
466,2012-04-10,2,1,4,0,2,1,1,18.313347,0.436233,0.435,16.708125000000003,819,5099,5918
467,2012-04-11,2,1,4,0,3,1,1,14.296536,0.337274,0.469565,19.783358,482,4380,4862
468,2012-04-12,2,1,4,0,4,1,1,16.2975,0.387604,0.46625,19.458743,663,4746,5409
469,2012-04-13,2,1,4,0,5,1,1,18.142500000000002,0.431808,0.408333,10.416557,1252,5146,6398
470,2012-04-14,2,1,4,0,6,0,1,20.294999999999998,0.487996,0.502917,12.791439,2795,4665,7460
471,2012-04-15,2,1,4,0,0,0,1,24.873347,0.573875,0.507917,15.083643,2846,4286,7132
472,2012-04-16,2,1,4,1,1,0,1,27.230846999999997,0.614925,0.561667,19.083543,1198,5172,6370
473,2012-04-17,2,1,4,0,2,1,1,24.941653000000002,0.598487,0.390417,18.333143,989,5702,6691
474,2012-04-18,2,1,4,0,3,1,2,18.996653,0.457038,0.569167,11.250104,347,4020,4367
475,2012-04-19,2,1,4,0,4,1,1,20.431653,0.493046,0.6125,4.417256399999999,846,5719,6565
476,2012-04-20,2,1,4,0,5,1,1,21.593347,0.515775,0.694583,10.041357,1340,5950,7290
477,2012-04-21,2,1,4,0,6,0,1,23.369999999999997,0.542921,0.682917,19.000328999999997,2541,4083,6624
478,2012-04-22,2,1,4,0,0,0,3,16.263347,0.389504,0.835417,23.084582,120,907,1027
479,2012-04-23,2,1,4,0,1,1,2,13.188346999999998,0.301125,0.766667,20.334232,195,3019,3214
480,2012-04-24,2,1,4,0,2,1,1,16.946653,0.405283,0.454167,16.708661,518,5115,5633
481,2012-04-25,2,1,4,0,3,1,1,19.543347,0.470317,0.427917,7.959064,655,5541,6196
482,2012-04-26,2,1,4,0,4,1,2,20.431653,0.483583,0.756667,11.833875,475,4551,5026
483,2012-04-27,2,1,4,0,5,1,1,18.7575,0.452637,0.400833,23.291411,1014,5219,6233
484,2012-04-28,2,1,4,0,6,0,2,15.443347,0.377504,0.489583,8.708325,1120,3100,4220
485,2012-04-29,2,1,4,0,0,0,1,18.791653,0.450121,0.587083,7.8328359999999995,2229,4075,6304
486,2012-04-30,2,1,4,0,1,1,2,19.030847,0.457696,0.57,11.499746,665,4907,5572
487,2012-05-01,2,1,5,0,2,1,2,25.146653,0.577021,0.659583,10.458432,653,5087,5740
488,2012-05-02,2,1,5,0,3,1,1,23.130847,0.537896,0.797083,9.249885999999998,667,5502,6169
489,2012-05-03,2,1,5,0,4,1,2,22.96,0.537242,0.768333,8.957632,764,5657,6421
